,close
808,"[68.92, 68.95]"
809,"[68.95, 69.11]"
810,"[69.11, 69.14]"
811,"[69.14, 69.23]"
812,"[69.23, 69.16]"
813,"[69.16, 69.28]"
814,"[69.28, 69.33]"
815,"[69.33, 69.34]"
816,"[69.34, 69.3]"
817,"[69.3, 69.33]"
818,"[69.33, 69.35]"
819,"[69.35, 69.4]"
820,"[69.4, 69.3]"
821,"[69.3, 69.4]"
822,"[69.4, 69.36]"
823,"[69.36, 69.43]"
824,"[69.43, 69.24]"
825,"[69.24, 69.11]"
826,"[69.11, 69.06]"
827,"[69.06, 69.27]"
828,"[69.27, 69.28]"
829,"[69.28, 68.55]"
830,"[68.55, 68.48]"
831,"[68.48, 68.29]"
832,"[68.29, 68.32]"
833,"[68.32, 68.38]"
834,"[68.38, 68.29]"
835,"[68.29, 68.33]"
836,"[68.33, 68.37]"
837,"[68.37, 68.23]"
838,"[68.23, 68.2]"
839,"[68.2, 68.11]"
840,"[68.11, 68.0]"
841,"[68.0, 68.2]"
842,"[68.2, 68.17]"
843,"[68.17, 67.95]"
844,"[67.95, 67.85]"
845,"[67.85, 67.99]"
846,"[67.99, 68.05]"
847,"[68.05, 67.95]"
848,"[67.95, 67.96]"
849,"[67.96, 67.81]"
850,"[67.81, 67.88]"
851,"[67.88, 67.84]"
852,"[67.84, 67.83]"
853,"[67.83, 67.69]"
854,"[67.69, 67.64]"
855,"[67.64, 67.83]"
856,"[67.83, 67.77]"
857,"[67.77, 67.73]"
858,"[67.73, 67.74]"
859,"[67.74, 67.62]"
860,"[67.62, 67.61]"
861,"[67.61, 67.6]"
862,"[67.6, 67.56]"
863,"[67.56, 67.61]"
864,"[67.61, 67.57]"
865,"[67.57, 67.65]"
866,"[67.65, 67.65]"
867,"[67.65, 67.67]"
868,"[67.67, 67.66]"
869,"[67.66, 67.71]"
870,"[67.71, 67.69]"
871,"[67.69, 67.71]"
872,"[67.71, 67.72]"
873,"[67.72, 67.74]"
874,"[67.74, 67.61]"
875,"[67.61, 67.74]"
876,"[67.74, 67.83]"
877,"[67.83, 67.84]"
878,"[67.84, 67.83]"
879,"[67.83, 67.84]"
880,"[67.84, 67.89]"
881,"[67.89, 67.91]"
882,"[67.91, 67.95]"
883,"[67.95, 68.0]"
884,"[68.0, 68.06]"
885,"[68.06, 68.03]"
886,"[68.03, 68.04]"
887,"[68.04, 68.08]"
888,"[68.08, 68.06]"
889,"[68.06, 68.05]"
890,"[68.05, 67.9]"
891,"[67.9, 67.87]"
892,"[67.87, 67.95]"
893,"[67.95, 68.01]"
894,"[68.01, 67.98]"
895,"[67.98, 68.03]"
896,"[68.03, 68.07]"
897,"[68.07, 68.06]"
898,"[68.06, 68.06]"
899,"[68.06, 68.09]"
900,"[68.09, 68.09]"
901,"[68.09, 68.1]"
902,"[68.1, 68.07]"
903,"[68.07, 68.07]"
904,"[68.07, 67.99]"
905,"[67.99, 68.04]"
906,"[68.04, 68.04]"
907,"[68.04, 68.03]"
908,"[68.03, 68.07]"
909,"[68.07, 68.03]"
910,"[68.03, 68.01]"
911,"[68.01, 68.02]"
912,"[68.02, 68.0]"
913,"[68.0, 67.96]"
914,"[67.96, 67.95]"
915,"[67.95, 67.95]"
916,"[67.95, 67.99]"
917,"[67.99, 67.98]"
918,"[67.98, 68.0]"
919,"[68.0, 68.05]"
920,"[68.05, 68.12]"
921,"[68.12, 68.1]"
922,"[68.1, 68.12]"
923,"[68.12, 68.13]"
924,"[68.13, 68.12]"
925,"[68.12, 68.19]"
926,"[68.19, 68.23]"
927,"[68.23, 68.24]"
928,"[68.24, 68.24]"
929,"[68.24, 68.26]"
930,"[68.26, 68.3]"
931,"[68.3, 68.28]"
